ai_budget_percentage,revenue_growth_percent,industry,company_size,region,ai_adoption_stage
7.37,3.75,Education,SME,Europe,pilot
11.99,13.61,Healthcare,SME,Europe,partial
12.19,6.98,Retail,SME,Europe,partial
11.39,2.49,Retail,SME,Africa,pilot
5.83,2.49,Agriculture,SME,Asia,none
9.39,0.21,Agriculture,Startup,South America,partial
12.61,-2.83,Retail,SME,South America,partial
9.72,-5.0,Finance,SME,Europe,partial
9.95,4.27,Retail,SME,Asia,partial
8.17,-3.44,Manufacturing,Startup,Africa,pilot
14.61,3.57,Retail,SME,Africa,partial
14.83,1.68,Logistics,Enterprise,Asia,partial
10.24,5.01,Consulting,SME,South America,partial
11.48,-2.62,Healthcare,Startup,South America,partial
12.48,8.59,Logistics,Enterprise,Europe,partial
13.43,-1.36,Healthcare,SME,Asia,partial
7.33,-2.99,Healthcare,Startup,South America,pilot
10.58,9.07,Technology,Startup,Europe,partial
9.11,5.46,Education,Startup,South America,pilot
8.94,-0.57,Agriculture,Startup,Asia,pilot
5.39,-1.61,Technology,Startup,Europe,pilot
9.6,-2.44,Healthcare,SME,Oceania,pilot
2.83,1.72,Agriculture,Startup,Europe,none
6.66,-3.06,Education,Startup,Asia,pilot
9.14,4.58,Agriculture,Startup,Asia,partial
21.1,6.19,Healthcare,Enterprise,North America,partial
9.6,6.88,Education,Startup,Asia,partial
9.48,4.7,Retail,SME,Asia,partial
17.38,7.55,Manufacturing,Enterprise,Africa,partial
12.45,2.39,Manufacturing,Enterprise,Africa,partial
15.26,12.23,Healthcare,Enterprise,Asia,partial
14.06,14.19,Consulting,Enterprise,Asia,partial
6.92,4.86,Education,Startup,Europe,pilot
3.41,-5.0,Consulting,SME,Europe,pilot
6.21,-3.81,Agriculture,Startup,Europe,pilot
5.37,8.55,Finance,Enterprise,Africa,pilot
10.02,15.98,Finance,Startup,Asia,partial
10.8,18.1,Logistics,Startup,Africa,partial
9.33,13.11,Agriculture,SME,Asia,partial
7.02,2.11,Education,Startup,Africa,partial
14.67,2.66,Agriculture,Enterprise,Europe,partial
14.3,6.53,Consulting,SME,Africa,partial
7.3,6.96,Agriculture,SME,South America,pilot
9.01,10.39,Finance,SME,Oceania,pilot
14.66,5.33,Retail,SME,Europe,partial
14.26,9.66,Consulting,Enterprise,Europe,pilot
4.39,-5.0,Finance,SME,Europe,none
5.86,0.05,Logistics,SME,North America,pilot
12.45,10.99,Technology,Startup,Asia,partial
9.97,2.26,Healthcare,SME,Asia,partial
20.54,5.74,Technology,Enterprise,Africa,partial
9.32,8.4,Consulting,Startup,Asia,partial
12.38,2.74,Logistics,Enterprise,Asia,partial
13.61,10.34,Technology,Startup,Europe,partial
10.64,13.13,Technology,Startup,North America,partial
7.46,6.74,Manufacturing,Startup,Asia,pilot
4.68,6.29,Education,SME,Asia,pilot
8.53,0.91,Manufacturing,Startup,Oceania,partial
9.53,10.92,Technology,Startup,Asia,pilot
9.07,7.02,Agriculture,Startup,Europe,pilot
7.22,2.5,Healthcare,Startup,Asia,pilot
4.27,0.29,Finance,Enterprise,Africa,pilot
6.4,12.56,Finance,Enterprise,Africa,partial
0.0,-2.15,Retail,Startup,Europe,none
13.65,5.57,Education,SME,South America,partial
7.33,-2.41,Logistics,Startup,Africa,pilot
8.35,6.88,Manufacturing,Startup,Europe,pilot
9.9,10.67,Finance,Enterprise,Asia,partial
11.38,4.89,Technology,SME,Africa,pilot
13.05,2.53,Manufacturing,Startup,Europe,partial
15.79,2.82,Technology,Enterprise,Asia,partial
7.31,-1.19,Finance,Enterprise,Asia,pilot
0.0,-5.0,Manufacturing,SME,Asia,none
8.57,7.6,Manufacturing,Startup,Asia,partial
8.31,-3.7,Retail,SME,Asia,partial
10.62,4.58,Finance,Startup,Europe,partial
7.26,2.03,Consulting,SME,Africa,pilot
12.61,7.79,Healthcare,Enterprise,Europe,partial
13.16,9.66,Manufacturing,SME,North America,partial
12.11,1.24,Agriculture,Startup,South America,partial
9.44,4.52,Manufacturing,Startup,South America,partial
13.49,12.27,Manufacturing,Startup,Oceania,partial
5.27,-3.02,Healthcare,SME,Asia,pilot
11.73,-0.09,Healthcare,SME,Asia,partial
6.69,3.09,Retail,SME,South America,pilot
7.07,-0.51,Retail,SME,Asia,pilot
9.03,14.81,Consulting,SME,North America,partial
13.47,7.31,Manufacturing,SME,Europe,partial
11.77,0.45,Manufacturing,SME,Africa,pilot
15.44,14.56,Technology,Enterprise,Asia,partial
12.39,-1.73,Technology,Startup,Oceania,partial
6.56,1.96,Agriculture,Startup,Asia,pilot
12.46,3.77,Manufacturing,Startup,Asia,partial
11.09,0.91,Agriculture,SME,Asia,pilot
8.89,4.73,Healthcare,Startup,South America,partial
6.99,2.17,Consulting,SME,Europe,pilot
12.84,6.41,Logistics,SME,South America,partial
7.04,6.11,Healthcare,Enterprise,Europe,pilot
4.88,0.23,Education,Startup,Europe,pilot
0.0,2.85,Retail,Startup,Europe,none
8.01,-5.0,Agriculture,SME,Asia,partial
16.76,12.82,Healthcare,Enterprise,North America,partial
14.29,7.8,Technology,Startup,Europe,partial
8.47,-5.0,Agriculture,SME,Asia,pilot
17.0,15.55,Manufacturing,SME,Europe,partial
9.06,2.56,Technology,Startup,North America,partial
8.67,4.43,Finance,Startup,South America,pilot
12.34,0.55,Finance,SME,Oceania,partial
12.78,8.26,Technology,Startup,South America,partial
9.32,12.09,Finance,Enterprise,Asia,partial
7.4,9.89,Retail,SME,Asia,pilot
11.15,9.88,Education,Startup,South America,pilot
7.59,-1.13,Healthcare,Startup,Asia,partial
5.85,5.31,Manufacturing,SME,Asia,pilot
12.84,7.19,Finance,Enterprise,North America,partial
6.22,0.68,Healthcare,Startup,Oceania,pilot
12.07,2.93,Education,Enterprise,Oceania,partial
0.88,11.73,Education,Startup,Asia,none
12.43,5.85,Finance,Startup,Oceania,partial
9.4,1.93,Technology,Startup,Asia,partial
3.92,-1.61,Consulting,Startup,Europe,pilot
2.09,5.8,Agriculture,SME,Oceania,pilot
12.46,12.17,Technology,SME,Asia,partial
5.25,1.64,Healthcare,SME,Europe,pilot
8.12,17.04,Finance,Startup,Asia,pilot
8.96,4.98,Consulting,SME,North America,pilot
4.62,-0.16,Agriculture,Startup,South America,pilot
12.08,3.13,Logistics,Enterprise,South America,pilot
1.19,3.59,Manufacturing,Startup,Asia,none
5.85,5.28,Consulting,Startup,South America,pilot
9.95,4.49,Finance,SME,Asia,pilot
13.01,-5.0,Technology,SME,Asia,partial
4.63,7.08,Retail,Startup,Oceania,pilot
7.67,0.65,Logistics,SME,Asia,pilot
12.41,5.5,Healthcare,Enterprise,Asia,partial
8.29,3.68,Manufacturing,SME,North America,pilot
6.8,6.37,Retail,SME,Africa,pilot
18.37,2.97,Agriculture,Enterprise,Europe,partial
5.42,-4.13,Manufacturing,SME,South America,pilot
4.88,-2.34,Education,SME,Asia,pilot
11.06,10.72,Technology,Startup,Asia,pilot
13.97,9.78,Manufacturing,Enterprise,Europe,partial
13.56,-3.67,Retail,SME,Asia,partial
10.36,7.29,Manufacturing,SME,Europe,partial
10.45,6.74,Education,Startup,Europe,partial
1.73,-0.18,Logistics,Startup,South America,none
16.4,11.3,Technology,SME,Europe,partial
12.96,0.4,Healthcare,Startup,Africa,partial
9.25,-0.5,Finance,Startup,Europe,partial
12.59,3.88,Technology,Enterprise,Oceania,partial
14.36,-1.32,Education,SME,Europe,partial
5.85,-5.0,Technology,Startup,Europe,pilot
12.31,2.43,Retail,SME,South America,partial
14.54,5.91,Healthcare,SME,Asia,partial
6.91,9.12,Logistics,Startup,Africa,partial
7.77,8.26,Education,SME,Europe,partial
7.85,-5.0,Healthcare,Startup,Europe,pilot
15.96,9.92,Education,Enterprise,Asia,partial
8.51,-2.35,Education,SME,Europe,partial
13.06,7.56,Agriculture,Startup,Europe,partial
10.3,1.11,Healthcare,Enterprise,Asia,pilot
12.11,1.13,Finance,Startup,Europe,partial
8.48,4.98,Finance,Startup,Asia,partial
13.66,12.93,Agriculture,Startup,South America,partial
8.26,0.0,Consulting,SME,Europe,pilot
7.62,5.97,Finance,Startup,South America,partial
9.44,10.01,Consulting,Startup,Asia,partial
4.81,-5.0,Logistics,SME,Africa,pilot
10.96,4.43,Logistics,Startup,Asia,pilot
8.2,18.78,Manufacturing,Startup,Africa,partial
10.92,7.25,Healthcare,Enterprise,South America,partial
7.58,7.94,Finance,SME,Oceania,pilot
5.93,1.79,Logistics,Startup,Asia,pilot
6.42,0.41,Healthcare,Startup,Asia,pilot
4.07,-5.0,Manufacturing,SME,Europe,none
16.62,8.22,Technology,SME,Europe,partial
12.82,13.6,Education,SME,Europe,partial
10.69,-2.47,Retail,Startup,Africa,pilot
8.87,6.47,Technology,SME,Africa,partial
14.25,18.29,Technology,SME,Africa,pilot
10.09,10.54,Logistics,SME,South America,partial
10.11,10.54,Education,SME,Asia,partial
8.0,15.46,Agriculture,SME,Asia,partial
12.8,6.68,Technology,Enterprise,North America,pilot
9.72,1.92,Healthcare,Startup,Europe,partial
8.29,6.59,Finance,SME,Europe,partial
6.66,3.1,Agriculture,SME,Asia,pilot
12.92,2.15,Education,Startup,South America,partial
9.23,3.79,Retail,SME,Asia,partial
13.72,3.47,Finance,SME,Europe,partial
8.97,7.02,Finance,SME,Asia,partial
14.69,1.53,Finance,SME,Asia,partial
13.24,22.11,Logistics,SME,South America,partial
6.61,5.02,Finance,Startup,Asia,pilot
10.21,4.18,Education,Startup,South America,partial
10.1,-5.0,Healthcare,SME,Europe,pilot
7.28,-5.0,Logistics,SME,Europe,partial
14.61,14.44,Manufacturing,SME,Africa,partial
13.48,2.91,Education,Enterprise,Asia,partial
6.97,4.91,Healthcare,Startup,North America,pilot
15.76,11.37,Technology,Enterprise,Asia,partial
16.32,9.37,Manufacturing,Enterprise,Europe,partial
3.16,5.87,Retail,Startup,South America,partial
11.04,11.31,Retail,SME,South America,partial
14.27,5.64,Finance,SME,South America,partial
6.76,-2.58,Finance,SME,Oceania,pilot
5.38,-4.64,Retail,Startup,Europe,pilot
2.21,4.89,Retail,Startup,Asia,pilot
6.14,8.02,Finance,Enterprise,Asia,partial
10.15,7.53,Finance,Startup,Europe,partial
13.83,5.4,Agriculture,Enterprise,Oceania,partial
10.43,3.26,Finance,SME,Oceania,pilot
11.02,1.22,Finance,SME,Asia,pilot
14.09,4.92,Technology,Startup,South America,full
10.73,5.28,Technology,SME,Europe,pilot
7.0,-3.66,Education,SME,Europe,pilot
7.4,0.5,Education,SME,Europe,partial
12.44,4.83,Manufacturing,Startup,Asia,partial
3.52,-1.37,Healthcare,SME,Asia,partial
8.8,7.61,Technology,SME,South America,pilot
11.93,6.75,Finance,Enterprise,South America,pilot
12.88,1.37,Manufacturing,SME,South America,pilot
10.64,7.2,Healthcare,SME,South America,partial
15.53,-3.31,Manufacturing,Enterprise,South America,partial
12.51,4.1,Consulting,SME,Africa,partial
5.69,3.83,Healthcare,Startup,Europe,pilot
5.65,-0.55,Education,Startup,Asia,pilot
11.07,13.74,Technology,Enterprise,Asia,partial
9.47,-0.86,Agriculture,SME,Asia,pilot
4.91,0.99,Manufacturing,Startup,Europe,pilot
10.66,6.39,Manufacturing,SME,South America,partial
4.8,4.81,Logistics,SME,Africa,pilot
10.24,10.15,Consulting,Enterprise,Africa,partial
8.51,10.84,Technology,SME,Asia,pilot
11.4,8.24,Manufacturing,Startup,North America,partial
5.16,1.33,Healthcare,Startup,Europe,pilot
9.84,-0.63,Finance,Enterprise,South America,partial
8.92,8.32,Manufacturing,Startup,South America,partial
8.68,8.65,Manufacturing,SME,Asia,partial
9.94,8.43,Logistics,SME,Asia,pilot
13.78,-1.12,Agriculture,SME,Africa,partial
10.83,12.98,Finance,SME,Africa,partial
1.74,-0.61,Finance,Startup,Africa,pilot
10.58,11.21,Agriculture,Enterprise,Asia,partial
9.07,-2.78,Technology,Enterprise,Asia,pilot
0.44,4.43,Retail,SME,North America,pilot
1.01,-3.11,Finance,SME,Europe,none
7.26,13.22,Retail,SME,South America,pilot
10.91,5.6,Agriculture,SME,North America,partial
6.32,-0.63,Logistics,Enterprise,South America,pilot
7.24,-0.83,Technology,Startup,Asia,pilot
9.93,12.99,Consulting,Enterprise,Europe,partial
11.82,5.73,Technology,SME,South America,partial
8.12,3.66,Finance,Startup,Europe,partial
2.51,-5.0,Healthcare,Startup,Africa,pilot
7.44,2.72,Agriculture,Enterprise,Asia,pilot
3.62,-1.51,Healthcare,Startup,Asia,pilot
8.1,2.6,Technology,Startup,Europe,pilot
6.1,1.6,Retail,SME,Europe,pilot
4.5,0.94,Finance,SME,Europe,pilot
6.85,-2.38,Technology,Startup,Asia,pilot
10.41,0.37,Healthcare,SME,Africa,pilot
9.03,6.86,Education,SME,South America,partial
20.5,14.36,Technology,SME,Asia,partial
6.9,-3.54,Healthcare,Startup,Europe,pilot
8.97,6.74,Consulting,SME,Asia,pilot
2.56,-0.54,Manufacturing,Startup,Africa,none
13.22,4.49,Finance,Enterprise,Africa,partial
14.85,14.02,Finance,Enterprise,Europe,partial
7.29,8.69,Logistics,SME,Europe,pilot
9.86,15.83,Logistics,Enterprise,Asia,pilot
6.27,9.61,Consulting,SME,South America,pilot
11.6,4.61,Retail,SME,Asia,partial
7.1,5.36,Technology,SME,Asia,pilot
12.56,5.95,Education,Enterprise,Europe,partial
13.7,1.96,Healthcare,SME,Asia,partial
8.24,3.67,Logistics,Startup,Africa,pilot
5.21,-5.0,Agriculture,SME,Asia,pilot
15.31,10.28,Finance,Startup,Africa,partial
1.22,9.96,Manufacturing,Enterprise,Africa,pilot
11.48,2.24,Consulting,Startup,South America,partial
4.89,-5.0,Retail,Startup,Asia,pilot
0.0,2.81,Consulting,SME,Europe,none
7.87,3.53,Finance,Enterprise,Europe,pilot
10.93,-2.89,Manufacturing,SME,South America,partial
2.37,-4.67,Manufacturing,SME,Asia,pilot
8.09,-5.0,Manufacturing,Startup,Europe,pilot
9.18,-4.7,Healthcare,Enterprise,Europe,partial
10.39,0.31,Logistics,Enterprise,Europe,pilot
7.53,-0.99,Technology,Startup,Africa,pilot
9.97,1.64,Healthcare,SME,South America,partial
7.29,-5.0,Agriculture,Startup,Africa,partial
8.8,1.72,Consulting,SME,Asia,pilot
7.17,3.15,Agriculture,Enterprise,North America,pilot
4.74,0.59,Healthcare,SME,South America,pilot
11.47,1.26,Finance,SME,South America,partial
8.34,-1.25,Agriculture,Startup,Africa,partial
5.71,-5.0,Technology,SME,Asia,pilot
15.06,9.62,Manufacturing,Enterprise,Africa,partial
4.8,2.74,Agriculture,Startup,South America,pilot
6.17,8.34,Retail,SME,Europe,partial
10.02,5.6,Technology,Enterprise,North America,partial
12.24,6.44,Finance,SME,Asia,partial
13.89,4.6,Technology,SME,Africa,partial
6.11,-3.01,Healthcare,Startup,Europe,pilot
11.19,-1.87,Manufacturing,Enterprise,Africa,pilot
5.1,-2.74,Technology,Startup,Asia,pilot
7.14,7.59,Logistics,Startup,Africa,pilot
11.17,3.16,Consulting,SME,Europe,partial
14.03,19.31,Logistics,Startup,Europe,partial
9.91,11.66,Retail,SME,South America,pilot
6.61,1.18,Retail,SME,Asia,pilot
7.78,3.41,Consulting,Startup,Asia,pilot
6.36,0.68,Manufacturing,Startup,Asia,pilot
2.91,7.6,Healthcare,Startup,Europe,pilot
14.14,9.43,Healthcare,Startup,Europe,full
7.88,10.79,Finance,Enterprise,South America,pilot
2.51,0.04,Agriculture,Startup,Asia,pilot
5.72,4.1,Agriculture,SME,Oceania,pilot
6.62,7.84,Healthcare,SME,Africa,pilot
9.32,-5.0,Logistics,SME,Europe,pilot
14.64,5.18,Technology,SME,South America,partial
7.17,10.46,Retail,Startup,Europe,partial
4.73,-2.69,Logistics,Startup,Asia,pilot
0.0,5.0,Consulting,Startup,Africa,none
10.87,6.26,Agriculture,Startup,South America,partial
0.0,-5.0,Logistics,SME,Asia,none
16.85,11.29,Education,Startup,Europe,partial
8.8,-5.0,Retail,Startup,Asia,pilot
10.21,7.49,Healthcare,Enterprise,Europe,partial
9.27,1.84,Logistics,SME,Europe,partial
10.85,10.93,Logistics,Enterprise,Europe,partial
14.53,2.37,Finance,Startup,Asia,partial
7.07,0.52,Agriculture,Startup,North America,partial
6.76,2.13,Manufacturing,Startup,Europe,pilot
7.38,0.56,Finance,Startup,South America,pilot
5.0,8.73,Consulting,Startup,Oceania,pilot
13.13,13.88,Technology,SME,Africa,partial
4.58,11.05,Healthcare,Startup,Asia,pilot
4.95,3.98,Finance,Startup,Europe,pilot
2.37,-4.21,Manufacturing,SME,Europe,none
15.04,8.2,Manufacturing,SME,Asia,partial
12.49,0.51,Technology,Startup,Africa,partial
5.73,9.98,Technology,SME,North America,partial
6.73,-0.04,Consulting,SME,South America,pilot
7.8,-1.89,Finance,SME,Asia,pilot
13.66,5.85,Retail,Enterprise,Asia,pilot
17.32,12.51,Technology,Enterprise,Asia,partial
7.25,9.46,Technology,SME,North America,pilot
11.67,6.18,Finance,Startup,Asia,partial
7.01,3.16,Consulting,Startup,Africa,pilot
4.33,2.74,Education,SME,Europe,pilot
9.25,0.59,Healthcare,Enterprise,Asia,pilot
4.48,7.11,Healthcare,SME,Asia,pilot
3.18,8.75,Retail,Startup,Africa,pilot
8.19,0.62,Agriculture,Startup,Europe,pilot
11.92,16.45,Agriculture,Enterprise,Asia,partial
10.49,-2.44,Manufacturing,Startup,Europe,partial
5.06,8.52,Manufacturing,Startup,Europe,pilot
4.82,3.35,Finance,SME,North America,pilot
16.04,9.04,Manufacturing,Enterprise,Asia,partial
3.63,2.37,Manufacturing,Startup,North America,pilot
4.98,5.87,Technology,Startup,Europe,none
7.46,4.17,Education,Startup,Europe,pilot
9.84,0.74,Finance,SME,Africa,pilot
10.59,6.09,Logistics,Enterprise,Asia,pilot
9.2,6.99,Consulting,SME,Africa,partial
4.32,8.62,Manufacturing,Startup,Asia,pilot
10.06,6.07,Agriculture,Enterprise,South America,pilot
1.34,-2.95,Consulting,Startup,Asia,pilot
15.34,4.42,Logistics,Enterprise,Europe,pilot
8.46,6.06,Manufacturing,SME,Asia,partial
11.17,3.68,Technology,SME,Asia,partial
11.11,0.48,Retail,Startup,Europe,partial
9.83,-5.0,Retail,SME,Oceania,partial
10.79,5.96,Education,Startup,Asia,pilot
5.63,-0.44,Finance,Startup,Asia,pilot
12.2,15.56,Manufacturing,Startup,Europe,partial
11.4,-5.0,Finance,SME,Africa,pilot
10.74,3.99,Consulting,Startup,Africa,partial
11.2,5.66,Agriculture,SME,South America,pilot
5.57,14.75,Healthcare,Startup,Asia,pilot
5.41,-2.28,Healthcare,SME,Asia,pilot
10.12,3.01,Education,Startup,Europe,pilot
5.38,-0.91,Finance,Startup,Asia,pilot
11.16,4.42,Manufacturing,Enterprise,Europe,partial
11.59,4.75,Education,SME,Europe,partial
6.82,-3.31,Agriculture,SME,North America,partial
6.36,0.61,Retail,Startup,North America,pilot
5.24,6.08,Manufacturing,SME,Africa,pilot
10.33,3.16,Retail,SME,Asia,partial
7.43,-4.36,Agriculture,Startup,Asia,pilot
8.06,-0.97,Healthcare,Startup,Asia,pilot
10.19,3.53,Agriculture,SME,Asia,partial
3.77,0.96,Manufacturing,SME,Asia,none
15.83,1.26,Retail,SME,Asia,partial
5.89,9.52,Consulting,Startup,Asia,pilot
5.48,-4.2,Healthcare,SME,Oceania,pilot
10.65,15.34,Finance,Startup,Asia,partial
8.74,0.07,Retail,Startup,Asia,partial
12.29,3.59,Healthcare,SME,North America,partial
8.84,11.1,Agriculture,Startup,Asia,pilot
9.29,0.54,Education,SME,Asia,partial
11.48,10.25,Manufacturing,Enterprise,South America,partial
6.3,5.69,Education,SME,Asia,pilot
8.32,1.37,Finance,Startup,Asia,pilot
6.55,14.16,Manufacturing,SME,Africa,partial
11.22,-2.04,Consulting,Enterprise,Europe,pilot
12.53,9.94,Finance,Startup,Europe,partial
11.49,4.22,Finance,SME,North America,partial
7.29,-0.6,Retail,Startup,Asia,pilot
10.21,-3.03,Healthcare,Enterprise,Europe,partial
9.41,6.36,Education,SME,Europe,pilot
2.76,-5.0,Healthcare,Startup,South America,pilot
10.06,2.58,Retail,Startup,Asia,partial
8.73,2.35,Consulting,Enterprise,Asia,pilot
6.78,9.53,Manufacturing,Startup,Africa,pilot
14.12,0.84,Retail,SME,Europe,partial
7.95,-4.34,Consulting,Startup,South America,partial
18.45,18.55,Education,SME,North America,full
7.96,-2.08,Education,Startup,Europe,pilot
13.25,6.39,Technology,Startup,Oceania,partial
9.04,8.77,Manufacturing,Startup,Europe,partial
12.31,10.99,Technology,Enterprise,Africa,partial
10.83,4.38,Technology,Startup,Europe,partial
13.62,1.09,Technology,Startup,Oceania,partial
14.75,13.36,Technology,Startup,South America,partial
10.33,3.96,Healthcare,Enterprise,Africa,pilot
6.39,-5.0,Logistics,Startup,Europe,pilot
10.1,-5.0,Healthcare,SME,Europe,pilot
10.2,7.6,Agriculture,SME,Europe,pilot
6.55,1.59,Logistics,SME,Asia,pilot
6.64,0.67,Retail,Enterprise,Europe,partial
9.27,2.28,Finance,SME,South America,partial
6.89,-1.45,Manufacturing,SME,Europe,pilot
12.56,11.6,Healthcare,SME,Asia,partial
2.37,-3.95,Technology,SME,South America,none
10.68,8.87,Technology,Startup,Asia,partial
14.39,13.98,Technology,Startup,Oceania,partial
7.83,11.47,Consulting,SME,North America,partial
8.5,-5.0,Finance,SME,Asia,pilot
7.22,-0.64,Logistics,SME,Asia,pilot
7.23,3.52,Manufacturing,SME,Asia,pilot
8.22,1.97,Manufacturing,SME,South America,pilot
12.3,2.1,Agriculture,Enterprise,Oceania,partial
6.13,7.88,Healthcare,SME,Asia,partial
11.84,10.74,Manufacturing,SME,Europe,partial
11.17,7.16,Finance,SME,Asia,partial
9.32,0.25,Technology,SME,Oceania,pilot
11.4,7.48,Technology,SME,Asia,partial
6.36,-5.0,Finance,Startup,Asia,partial
9.91,7.42,Logistics,Startup,Europe,partial
10.98,8.58,Education,Enterprise,Asia,partial
8.58,3.28,Healthcare,Enterprise,Africa,partial
9.76,8.57,Education,SME,Europe,pilot
10.62,6.32,Retail,Startup,Europe,partial
12.35,4.76,Retail,Startup,Europe,partial
13.09,12.01,Technology,SME,Africa,partial
18.86,13.95,Technology,SME,Oceania,partial
4.62,-2.27,Healthcare,Startup,Europe,pilot
11.51,1.12,Agriculture,Enterprise,Asia,partial
1.76,-1.95,Agriculture,Startup,Asia,none
3.15,-4.83,Agriculture,SME,Asia,none
10.17,5.16,Consulting,SME,Asia,partial
9.69,10.89,Technology,SME,Africa,partial
12.04,4.31,Technology,SME,Asia,partial
8.53,7.47,Agriculture,Startup,Europe,partial
9.51,-0.73,Finance,SME,Asia,pilot
3.56,6.9,Education,SME,Europe,none
10.52,-2.1,Manufacturing,SME,South America,partial
15.55,8.91,Healthcare,SME,Oceania,partial
7.08,0.42,Technology,SME,Europe,pilot
13.31,5.65,Education,Enterprise,Asia,pilot
5.98,7.41,Healthcare,Startup,North America,pilot
13.04,6.89,Healthcare,SME,Africa,partial
8.45,1.62,Retail,Enterprise,South America,pilot
10.21,-5.0,Retail,Startup,North America,partial
5.58,1.47,Retail,Enterprise,Africa,pilot
14.12,13.51,Technology,Enterprise,Europe,partial
8.56,8.92,Technology,SME,Asia,pilot
7.75,5.64,Technology,Startup,Africa,pilot
9.1,7.05,Finance,Enterprise,Europe,pilot
6.86,2.72,Finance,Startup,South America,pilot
1.27,8.67,Agriculture,SME,Asia,pilot
8.28,9.18,Manufacturing,SME,Europe,pilot
7.88,6.82,Healthcare,Startup,Asia,partial
13.87,12.87,Manufacturing,SME,Asia,partial
10.43,-4.5,Education,SME,Europe,pilot
6.27,2.67,Education,Startup,Europe,pilot
8.7,2.36,Retail,SME,Asia,pilot
12.57,-0.77,Retail,Enterprise,Oceania,partial
8.84,-5.0,Retail,SME,North America,pilot
6.23,-3.1,Education,Enterprise,Europe,pilot
5.9,7.46,Finance,SME,Africa,pilot
6.27,-1.25,Consulting,SME,Oceania,pilot
10.57,-0.04,Healthcare,Startup,Asia,partial
4.79,3.87,Consulting,SME,Asia,pilot
12.09,4.54,Logistics,SME,Asia,partial
10.29,5.13,Finance,Startup,Asia,partial
20.38,6.14,Healthcare,Enterprise,Asia,full
7.39,7.91,Logistics,SME,Oceania,pilot
16.79,-1.06,Consulting,Enterprise,Europe,partial
9.72,5.49,Technology,Startup,Europe,partial
12.1,-1.61,Technology,SME,South America,pilot
19.14,9.38,Technology,Enterprise,Europe,partial
14.87,5.25,Technology,SME,North America,partial
6.6,0.02,Retail,Startup,Asia,partial
3.04,-1.59,Finance,SME,Europe,pilot
13.37,7.79,Technology,SME,Africa,pilot
5.88,5.7,Agriculture,SME,North America,pilot
8.55,2.2,Logistics,Startup,North America,pilot
10.56,-3.7,Technology,Startup,North America,pilot
11.0,15.5,Consulting,SME,Africa,partial
11.46,8.45,Healthcare,Startup,Asia,partial
9.54,10.06,Manufacturing,Enterprise,Asia,pilot
13.18,11.04,Manufacturing,SME,Asia,partial
14.16,5.71,Education,SME,Europe,partial
10.39,5.3,Technology,Startup,North America,partial
15.73,1.28,Technology,Enterprise,Africa,partial
7.63,1.44,Education,Enterprise,South America,pilot
15.27,11.93,Manufacturing,Startup,Africa,partial
9.7,0.22,Manufacturing,Enterprise,South America,pilot
8.15,-2.57,Consulting,Startup,Asia,pilot
5.34,-0.85,Agriculture,SME,Asia,pilot
6.47,-1.6,Education,Startup,Asia,pilot
7.76,-0.61,Retail,SME,Africa,pilot
8.26,7.68,Logistics,SME,Europe,partial
3.23,4.74,Education,SME,Asia,pilot
10.2,-2.04,Consulting,Enterprise,Africa,pilot
15.07,7.76,Manufacturing,SME,Europe,partial
5.75,6.97,Retail,Startup,Europe,partial
5.54,-0.89,Logistics,Startup,Oceania,pilot
10.12,2.69,Education,Enterprise,Asia,pilot
15.63,6.38,Agriculture,Startup,Europe,partial
9.19,4.68,Finance,SME,Europe,partial
1.77,3.79,Agriculture,Startup,Europe,pilot
17.24,11.99,Technology,SME,Europe,partial
13.35,10.33,Finance,SME,Africa,partial
10.13,20.03,Manufacturing,Enterprise,Oceania,partial
9.24,-5.0,Finance,SME,Europe,pilot
11.97,0.03,Logistics,SME,Europe,partial
8.12,8.81,Technology,Startup,Europe,pilot
5.17,19.83,Manufacturing,Startup,Asia,pilot
7.65,3.61,Technology,SME,Europe,pilot
3.65,-1.53,Healthcare,SME,Asia,pilot
14.56,19.64,Technology,SME,Africa,partial
5.51,0.11,Healthcare,Startup,South America,pilot
4.27,-4.48,Consulting,Startup,Europe,pilot
3.37,-2.6,Healthcare,Startup,Asia,pilot
16.75,1.1,Retail,Enterprise,Asia,partial
7.76,-0.77,Finance,Startup,Africa,partial
16.57,7.67,Finance,Enterprise,North America,partial
4.08,-0.1,Education,SME,Europe,none
3.72,-0.66,Healthcare,Startup,South America,pilot
3.49,-2.04,Healthcare,Startup,Africa,partial
8.15,2.37,Education,SME,Asia,pilot
5.54,5.57,Manufacturing,SME,Europe,pilot
13.09,14.45,Healthcare,Enterprise,Europe,partial
7.56,3.76,Healthcare,Startup,Africa,pilot
0.0,1.19,Consulting,SME,Africa,none
13.61,10.75,Education,Startup,Asia,partial
12.81,13.94,Retail,Startup,Africa,partial
8.11,-1.18,Healthcare,Enterprise,Africa,pilot
9.58,1.83,Finance,Startup,Europe,pilot
5.58,-2.71,Healthcare,Startup,Asia,none
10.35,3.79,Retail,SME,Asia,partial
8.92,4.04,Healthcare,Enterprise,Europe,pilot
13.2,2.03,Technology,SME,Asia,pilot
10.51,-3.34,Technology,Enterprise,Europe,pilot
15.27,13.45,Agriculture,SME,Asia,partial
6.1,0.34,Healthcare,SME,Asia,pilot
7.0,9.26,Finance,SME,Africa,pilot
